DATE,CPI
1960-01-01,-0.340136054
1960-02-01,0.341296928
1960-03-01,0
1960-04-01,0.340136054
1960-05-01,0
1960-06-01,0.338983051
1960-07-01,0
1960-08-01,0
1960-09-01,0
1960-10-01,0.675675676
1960-11-01,0
1960-12-01,0
1961-01-01,0
1961-02-01,0
1961-03-01,0
1961-04-01,0
1961-05-01,0
1961-06-01,0
1961-07-01,0.67114094
1961-08-01,-0.333333333
1961-09-01,0.334448161
1961-10-01,0
1961-11-01,0
1961-12-01,0
1962-01-01,0
1962-02-01,0.333333333
1962-03-01,0
1962-04-01,0.332225914
1962-05-01,0
1962-06-01,0
1962-07-01,0.331125828
1962-08-01,0
1962-09-01,0.330033003
1962-10-01,0
1962-11-01,0
1962-12-01,0
1963-01-01,0
1963-02-01,0
1963-03-01,0.328947368
1963-04-01,0
1963-05-01,0
1963-06-01,0.327868852
1963-07-01,0.326797386
1963-08-01,0
1963-09-01,0
1963-10-01,0.325732899
1963-11-01,0
1963-12-01,0.324675325
1964-01-01,0
1964-02-01,0
1964-03-01,0
1964-04-01,0
1964-05-01,0
1964-06-01,0.323624595
1964-07-01,0.322580645
1964-08-01,-0.321543408
1964-09-01,0.322580645
1964-10-01,0
1964-11-01,0.321543408
1964-12-01,0
1965-01-01,0
1965-02-01,0
1965-03-01,0.320512821
1965-04-01,0.319488818
1965-05-01,0
1965-06-01,0.636942675
1965-07-01,0
1965-08-01,0
1965-09-01,0
1965-10-01,0.316455696
1965-11-01,0
1965-12-01,0.315457413
1966-01-01,0
1966-02-01,0.628930818
1966-03-01,0.3125
1966-04-01,0.62305296
1966-05-01,0
1966-06-01,0.309597523
1966-07-01,0.308641975
1966-08-01,0.615384615
1966-09-01,0
1966-10-01,0.611620795
1966-11-01,0
1966-12-01,0
1967-01-01,0
1967-02-01,0
1967-03-01,0.303951368
1967-04-01,0.303030303
1967-05-01,0.302114804
1967-06-01,0.301204819
1967-07-01,0.3003003
1967-08-01,0.299401198
1967-09-01,0.298507463
1967-10-01,0.297619048
1967-11-01,0.296735905
1967-12-01,0.295857988
1968-01-01,0.589970501
1968-02-01,0.293255132
1968-03-01,0.292397661
1968-04-01,0.29154519
1968-05-01,0.290697674
1968-06-01,0.579710145
1968-07-01,0.576368876
1968-08-01,0.286532951
1968-09-01,0.285714286
1968-10-01,0.56980057
1968-11-01,0.283286119
1968-12-01,0.282485876
1969-01-01,0.281690141
1969-02-01,0.561797753
1969-03-01,0.837988827
1969-04-01,0.55401662
1969-05-01,0.275482094
1969-06-01,0.549450549
1969-07-01,0.546448087
1969-08-01,0.543478261
1969-09-01,0.27027027
1969-10-01,0.539083558
1969-11-01,0.536193029
1969-12-01,0.533333333
1970-01-01,0.265251989
1970-02-01,0.529100529
1970-03-01,0.526315789
1970-04-01,0.785340314
1970-05-01,0.25974026
1970-06-01,0.518134715
1970-07-01,0.515463918
1970-08-01,0
1970-09-01,0.512820513
1970-10-01,0.510204082
1970-11-01,0.507614213
1970-12-01,0.505050505
1971-01-01,0
1971-02-01,0.251256281
1971-03-01,0.250626566
1971-04-01,0.25
1971-05-01,0.498753117
1971-06-01,0.744416873
1971-07-01,0.246305419
1971-08-01,0.245700246
1971-09-01,0
1971-10-01,0.245098039
1971-11-01,0
1971-12-01,0.488997555
1972-01-01,0
1972-02-01,0.486618005
1972-03-01,0.242130751
1972-04-01,0.241545894
1972-05-01,0.240963855
1972-06-01,0.240384615
1972-07-01,0.479616307
1972-08-01,0.238663484
1972-09-01,0.238095238
1972-10-01,0.475059382
1972-11-01,0.236406619
1972-12-01,0.235849057
1973-01-01,0.235294118
1973-02-01,0.704225352
1973-03-01,0.932400932
1973-04-01,0.692840647
1973-05-01,0.688073394
1973-06-01,0.683371298
1973-07-01,0.226244344
1973-08-01,1.805869074
1973-09-01,0.22172949
1973-10-01,0.884955752
1973-11-01,0.657894737
1973-12-01,0.653594771
1974-01-01,0.865800866
1974-02-01,1.287553648
1974-03-01,1.271186441
1974-04-01,0.418410042
1974-05-01,1.25
1974-06-01,0.823045267
1974-07-01,0.816326531
1974-08-01,1.214574899
1974-09-01,1.2
1974-10-01,0.988142292
1974-11-01,0.782778865
1974-12-01,0.776699029
1975-01-01,0.385356455
1975-02-01,0.767754319
1975-03-01,0.380952381
1975-04-01,0.379506641
1975-05-01,0.56710775
1975-06-01,0.751879699
1975-07-01,1.119402985
1975-08-01,0.184501845
1975-09-01,0.552486188
1975-10-01,0.549450549
1975-11-01,0.72859745
1975-12-01,0.361663653
1976-01-01,0.18018018
1976-02-01,0.35971223
1976-03-01,0.17921147
1976-04-01,0.357781753
1976-05-01,0.713012478
1976-06-01,0.530973451
1976-07-01,0.528169014
1976-08-01,0.525394046
1976-09-01,0.348432056
1976-10-01,0.520833333
1976-11-01,0.172711572
1976-12-01,0.344827586
1977-01-01,0.515463918
1977-02-01,1.025641026
1977-03-01,0.676818951
1977-04-01,0.840336134
1977-05-01,0.5
1977-06-01,0.663349917
1977-07-01,0.494233937
1977-08-01,0.327868852
1977-09-01,0.326797386
1977-10-01,0.325732899
1977-11-01,0.487012987
1977-12-01,0.323101777
1978-01-01,0.644122383
1978-02-01,0.64
1978-03-01,0.79491256
1978-04-01,0.788643533
1978-05-01,0.938967136
1978-06-01,1.085271318
1978-07-01,0.766871166
1978-08-01,0.456621005
1978-09-01,0.757575758
1978-10-01,0.902255639
1978-11-01,0.44709389
1978-12-01,0.445103858
1979-01-01,0.886262925
1979-02-01,1.171303075
1979-03-01,1.013024602
1979-04-01,1.146131805
1979-05-01,1.274787535
1979-06-01,1.118881119
1979-07-01,1.106500692
1979-08-01,0.957592339
1979-09-01,1.08401084
1979-10-01,0.804289544
1979-11-01,0.930851064
1979-12-01,1.054018445
1980-01-01,1.434159061
1980-02-01,1.413881748
1980-03-01,1.520912548
1980-04-01,1.123595506
1980-05-01,0.987654321
1980-06-01,1.100244499
1980-07-01,0
1980-08-01,0.725513906
1980-09-01,0.840336134
1980-10-01,0.952380952
1980-11-01,0.825471698
1980-12-01,0.935672515
1981-01-01,0.811123986
1981-02-01,1.034482759
1981-03-01,0.682593857
1981-04-01,0.677966102
1981-05-01,0.785634119
1981-06-01,0.890868597
1981-07-01,1.103752759
1981-08-01,0.76419214
1981-09-01,0.975081257
1981-10-01,0.214592275
1981-11-01,0.321199143
1981-12-01,0.320170758
1982-01-01,0.319148936
1982-02-01,0.318133616
1982-03-01,-0.105708245
1982-04-01,0.423280423
1982-05-01,0.948366702
1982-06-01,1.252609603
1982-07-01,0.515463918
1982-08-01,0.205128205
1982-09-01,0.204708291
1982-10-01,0.306435138
1982-11-01,-0.203665988
1982-12-01,-0.408163265
1983-01-01,0.204918033
1983-02-01,0.102249489
1983-03-01,0
1983-04-01,0.715015322
1983-05-01,0.60851927
1983-06-01,0.302419355
1983-07-01,0.40201005
1983-08-01,0.3003003
1983-09-01,0.499001996
1983-10-01,0.297914598
1983-11-01,0.198019802
1983-12-01,0.098814229
1984-01-01,0.592300099
1984-02-01,0.490677134
1984-03-01,0.1953125
1984-04-01,0.487329435
1984-05-01,0.290979631
1984-06-01,0.290135397
1984-07-01,0.385728062
1984-08-01,0.384245917
1984-09-01,0.4784689
1984-10-01,0.285714286
1984-11-01,0
1984-12-01,0
1985-01-01,0.189933523
1985-02-01,0.473933649
1985-03-01,0.377358491
1985-04-01,0.469924812
1985-05-01,0.374181478
1985-06-01,0.279589935
1985-07-01,0.185873606
1985-08-01,0.185528757
1985-09-01,0.277777778
1985-10-01,0.369344414
1985-11-01,0.27598896
1985-12-01,0.275229358
1986-01-01,0.274473925
1986-02-01,-0.273722628
1986-03-01,-0.457456542
1986-04-01,-0.183823529
1986-05-01,0.276243094
1986-06-01,0.550964187
1986-07-01,0
1986-08-01,0.182648402
1986-09-01,0.455788514
1986-10-01,0.090744102
1986-11-01,0.090661831
1986-12-01,0.09057971
1987-01-01,0.633484163
1987-02-01,0.35971223
1987-03-01,0.448028674
1987-04-01,0.535236396
1987-05-01,0.354924579
1987-06-01,0.353669319
1987-07-01,0.264317181
1987-08-01,0.527240773
1987-09-01,0.524475524
1987-10-01,0.260869565
1987-11-01,0.086730269
1987-12-01,0
1988-01-01,0.259965338
1988-02-01,0.259291271
1988-03-01,0.431034483
1988-04-01,0.515021459
1988-05-01,0.341588386
1988-06-01,0.425531915
1988-07-01,0.423728814
1988-08-01,0.421940928
1988-09-01,0.672268908
1988-10-01,0.333889816
1988-11-01,0.083194676
1988-12-01,0.166251039
1989-01-01,0.497925311
1989-02-01,0.412881916
1989-03-01,0.575657895
1989-04-01,0.654129191
1989-05-01,0.568643379
1989-06-01,0.242326333
1989-07-01,0.241740532
1989-08-01,0.160771704
1989-09-01,0.321027287
1989-10-01,0.48
1989-11-01,0.238853503
1989-12-01,0.158856235
1990-01-01,1.030927835
1990-02-01,0.470957614
1990-03-01,0.546875
1990-04-01,0.155400155
1990-05-01,0.232738557
1990-06-01,0.541795666
1990-07-01,0.38491147
1990-08-01,0.920245399
1990-09-01,0.835866261
1990-10-01,0.602863602
1990-11-01,0.224719101
1990-12-01,0
1991-01-01,0.597907324
1991-02-01,0.14858841
1991-03-01,0.148367953
1991-04-01,0.148148148
1991-05-01,0.295857988
1991-06-01,0.294985251
1991-07-01,0.147058824
1991-08-01,0.293685756
1991-09-01,0.439238653
1991-10-01,0.145772595
1991-11-01,0.291120815
1991-12-01,0.07256894
1992-01-01,0.145032632
1992-02-01,0.362056481
1992-03-01,0.505050505
1992-04-01,0.143575018
1992-05-01,0.143369176
1992-06-01,0.357909807
1992-07-01,0.213980029
1992-08-01,0.284697509
1992-09-01,0.283889283
1992-10-01,0.353857042
1992-11-01,0.141043724
1992-12-01,-0.070422535
1993-01-01,0.493305144
1993-02-01,0.350631136
1993-03-01,0.34940601
1993-04-01,0.278551532
1993-05-01,0.138888889
1993-06-01,0.138696255
1993-07-01,0
1993-08-01,0.27700831
1993-09-01,0.20718232
1993-10-01,0.413507926
1993-11-01,0.06863418
1993-12-01,0
1994-01-01,0.274348422
1994-02-01,0.341997264
1994-03-01,0.340831629
1994-04-01,0.135869565
1994-05-01,0.067842605
1994-06-01,0.338983051
1994-07-01,0.27027027
1994-08-01,0.404312668
1994-09-01,0.268456376
1994-10-01,0.066934404
1994-11-01,0.133779264
1994-12-01,0
1995-01-01,0.400801603
1995-02-01,0.399201597
1995-03-01,0.331345262
1995-04-01,0.330250991
1995-05-01,0.197498354
1995-06-01,0.197109067
1995-07-01,0
1995-08-01,0.262295082
1995-09-01,0.196206671
1995-10-01,0.326370757
1995-11-01,-0.065061809
1995-12-01,-0.065104167
1996-01-01,0.586319218
1996-02-01,0.323834197
1996-03-01,0.516462234
1996-04-01,0.385356455
1996-05-01,0.19193858
1996-06-01,0.06385696
1996-07-01,0.191448628
1996-08-01,0.191082803
1996-09-01,0.317863954
1996-10-01,0.316856781
1996-11-01,0.189513582
1996-12-01,0
1997-01-01,0.315258512
1997-02-01,0.314267756
1997-03-01,0.250626566
1997-04-01,0.125
1997-05-01,-0.062421973
1997-06-01,0.124921924
1997-07-01,0.124766064
1997-08-01,0.186915888
1997-09-01,0.248756219
1997-10-01,0.248138958
1997-11-01,-0.061881188
1997-12-01,-0.123839009
1998-01-01,0.185988841
1998-02-01,0.185643564
1998-03-01,0.185299568
1998-04-01,0.184956843
1998-05-01,0.184615385
1998-06-01,0.122850123
1998-07-01,0.122699387
1998-08-01,0.12254902
1998-09-01,0.122399021
1998-10-01,0.244498778
1998-11-01,0
1998-12-01,-0.06097561
1999-01-01,0.244051251
1999-02-01,0.121728545
1999-03-01,0.303951368
1999-04-01,0.727272727
1999-05-01,0
1999-06-01,0
1999-07-01,0.300842359
1999-08-01,0.23995201
1999-09-01,0.478755236
1999-10-01,0.178677784
1999-11-01,0.059453032
1999-12-01,0
2000-01-01,0.297088532
2000-02-01,0.592417062
2000-03-01,0.824499411
2000-04-01,0.058411215
2000-05-01,0.116754232
2000-06-01,0.524781341
2000-07-01,0.232018561
2000-08-01,0
2000-09-01,0.520833333
2000-10-01,0.172711572
2000-11-01,0.057471264
2000-12-01,-0.057438254
2001-01-01,0.632183908
2001-02-01,0.399771559
2001-03-01,0.227531286
2001-04-01,0.397275823
2001-05-01,0.4522329
2001-06-01,0.16882386
2001-07-01,-0.280898876
2001-08-01,0
2001-09-01,0.450704225
2001-10-01,-0.336511497
2001-11-01,-0.16882386
2001-12-01,-0.394588501
2002-01-01,0.226372383
2002-02-01,0.395256917
2002-03-01,0.562429696
2002-04-01,0.559284116
2002-05-01,0
2002-06-01,0.055617353
2002-07-01,0.111172874
2002-08-01,0.333148251
2002-09-01,0.166021029
2002-10-01,0.165745856
2002-11-01,0
2002-12-01,-0.220628792
2003-01-01,0.442233278
2003-02-01,0.770500826
2003-03-01,0.60076461
2003-04-01,-0.217155266
2003-05-01,-0.163220892
2003-06-01,0.108991826
2003-07-01,0.108873163
2003-08-01,0.380641653
2003-09-01,0.325027086
2003-10-01,-0.107991361
2003-11-01,-0.27027027
2003-12-01,-0.108401084
2004-01-01,0.488334238
2004-02-01,0.539956803
2004-03-01,0.644468314
2004-04-01,0.320170758
2004-05-01,0.585106383
2004-06-01,0.317292438
2004-07-01,-0.158144439
2004-08-01,0.05279831
2004-09-01,0.211081794
2004-10-01,0.526592944
2004-11-01,0.052383447
2004-12-01,-0.366492147
2005-01-01,0.21019443
2005-02-01,0.576822234
2005-03-01,0.782064651
2005-04-01,0.672529747
2005-05-01,-0.102774923
2005-06-01,0.051440329
2005-07-01,0.462724936
2005-08-01,0.511770727
2005-09-01,1.221995927
2005-10-01,0.201207243
2005-11-01,-0.803212851
2005-12-01,-0.4048583
2006-01-01,0.762195122
2006-02-01,0.201714574
2006-03-01,0.55359839
2006-04-01,0.850850851
2006-05-01,0.496277916
2006-06-01,0.197530864
2006-07-01,0.295712173
2006-08-01,0.196560197
2006-09-01,-0.490436488
2006-10-01,-0.542138985
2006-11-01,-0.148662042
2006-12-01,0.148883375
2007-01-01,0.305252725
2007-02-01,0.535036756
2007-03-01,0.910569585
2007-04-01,0.649616269
2007-05-01,0.611071867
2007-06-01,0.193797518
2007-07-01,-0.025437721
2007-08-01,-0.183390223
2007-09-01,0.275590741
2007-10-01,0.213919133
2007-11-01,0.593961787
2007-12-01,-0.067086313
2008-01-01,0.497057647
2008-02-01,0.290411218
2008-03-01,0.866821293
2008-04-01,0.606477839
2008-05-01,0.842088603
2008-06-01,1.007699693
2008-07-01,0.525101113
2008-08-01,-0.399156226
2008-09-01,-0.138301854
2008-10-01,-1.010133328
2008-11-01,-1.915289533
2008-12-01,-1.034247381
2009-01-01,0.435241738
2009-02-01,0.497293304
2009-03-01,0.243174846
2009-04-01,0.249636828
2009-05-01,0.288876383
2009-06-01,0.858989226
2009-07-01,-0.158558692
2009-08-01,0.224285004
2009-09-01,0.062548069
2009-10-01,0.096310119
2009-11-01,0.070775337
2009-12-01,-0.176119817
2010-01-01,0.341747357
2010-02-01,0.024920738
2010-03-01,0.410628354
2010-04-01,0.173688491
2010-05-01,0.077519735
2010-06-01,-0.097626708
2010-07-01,0.021104306
2010-08-01,0.138066428
2010-09-01,0.058173623
2010-10-01,0.124519889
2010-11-01,0.042064642
2010-12-01,0.171844079
2011-01-01,0.476323005
2011-02-01,0.493136503
2011-03-01,0.975107203
2011-04-01,0.643942954
2011-05-01,0.470418753
2011-06-01,-0.107096706
2011-07-01,0.088604567
2011-08-01,0.27575889
2011-09-01,0.151846212
2011-10-01,-0.206268263
2011-11-01,-0.084356133
2011-12-01,-0.246651638
2012-01-01,0.440019143
2012-02-01,0.440297355
2012-03-01,0.759455862
2012-04-01,0.30210295
2012-05-01,-0.117347937
2012-06-01,-0.146639688
2012-07-01,-0.162978586
2012-08-01,0.556515818
2012-09-01,0.446221227
2012-10-01,-0.038892514
2012-11-01,-0.473808669
2012-12-01,-0.269306449
2013-01-01,0.295730419
2013-02-01,0.819002953
2013-03-01,0.261450858
2013-04-01,-0.103963948
2013-05-01,0.178040777
2013-06-01,0.239970809
2013-07-01,0.039399753
2013-08-01,0.120293156
2013-09-01,0.116300449
2013-10-01,-0.257528326
2013-11-01,-0.204242419
2013-12-01,-0.00858115
2014-01-01,0.372024767
2014-02-01,0.369790865
2014-03-01,0.644004413
2014-04-01,0.329675445
2014-05-01,0.349260984
2014-06-01,0.186212694
2014-07-01,-0.039019396
2014-08-01,-0.167051417
2014-09-01,0.075256882
2014-10-01,-0.251227781
2014-11-01,-0.539941794
2014-12-01,-0.567010091
2015-01-01,-0.470589237
2015-02-01,0.434304492
2015-03-01,0.595172161
2015-04-01,0.203287325
2015-05-01,0.509723203
2015-06-01,0.350287
2015-07-01,0.006704716
2015-08-01,-0.141627628
2015-09-01,-0.155675658
2015-10-01,-0.044968375
2015-11-01,-0.211068038
2015-12-01,-0.341709644
2016-01-01,0.165310221
2016-02-01,0.082307653
2016-03-01,0.430600014
2016-04-01,0.474106798
2016-05-01,0.4045791
2016-06-01,0.328436617
2016-07-01,-0.16181364
2016-08-01,0.091843011
2016-09-01,0.240399586
2016-10-01,0.124674851
2016-11-01,-0.155546087
2016-12-01,0.032732139
2017-01-01,0.582772789
2017-02-01,0.314611739
2017-03-01,0.081279787
2017-04-01,0.296553337
2017-05-01,0.085472183
2017-06-01,0.090711101
2017-07-01,-0.068992264
2017-08-01,0.29944523
2017-09-01,0.529490589
2017-10-01,-0.06320421
2017-11-01,0.002432469
2017-12-01,-0.058783228
2018-01-01,0.544774545
2018-02-01,0.453468997
2018-03-01,0.22611259
2018-04-01,0.397509156
2018-05-01,0.415891693
2018-06-01,0.15938757
2018-07-01,0.006746326
2018-08-01,0.055554233
2018-09-01,0.116202518
2018-10-01,0.176676346
2018-11-01,-0.334934852
2018-12-01,-0.319396282
2019-01-01,0.190659667
2019-02-01,0.422705314
2019-03-01,0.564135836
2019-04-01,0.529500161
2019-05-01,0.212875859
2019-06-01,0.019914718
2019-07-01,0.167094162
2019-08-01,-0.005066824
2019-09-01,0.078344858
2019-10-01,0.228619055
2019-11-01,-0.053624303
2019-12-01,-0.090976953
2020-01-01,0.387976994
2020-02-01,0.274061813
2020-03-01,-0.217645103
2020-04-01,-0.668694187
2020-05-01,0.001950162
